,message
31242,"<Media omitted>
"
31243,"<Media omitted>
"
31244,"nahi aata.
"
31245,"In a two-source interference pattern, 5th order
maximum is observed at a point on the screen for a
light of wavelength 7000Å. What order will be
observed at the same point as the source of light is
replaced by another light of wavelength 5000Å?
"
31246,"iska kya hai??
"
31247,"Anyone?
"
31248,"Ans mile toh batama
"
31249,"<Media omitted>
"
31250,"7 lag raha
"
31251,"8
"
31252,"option hi nahi hai??
"
31253,"<Media omitted>
"
31254,"Stimulated absorption?
"
31255,"<Media omitted>
"
31256,"Ye?
"
31257,"Newton's rings are
observed in reflected
monochromatic light of wavelength 6800 Å. The
diameter of the 10th dark ring is 0.5 cm. If the radius
of curvature of the curved surface of the
plano-convex lens is 1.059m, the thickness of the
air film at the point of observation is??
"
31258,"yeh batao koi
"
31259,"iska mila?
"
31260,"2.5
"
31261,"Micro
"
31262,"<Media omitted>
"
31263,
31264,"Anyone
"
31265,"This message was deleted
"
31266,"Newton's rings are
observed in reflected
monochromatic light of wavelength 6800 Å. The
diameter of the 10th dark ring is 0.5 cm. If the radius
of curvature of the curved surface of the
plano-convex lens is 1.059m, the thickness of the
air film at the point of observation is??????????/
"
31267,"C na?
"
31268,"<Media omitted>
"
31269,"5900 ka
??
"
31270,"29.5 mm
"
31271,"<Media omitted>
"
31272,"<Media omitted>
"
31273,"Plane?
"
31274,"mm pakka?
"
31275,"Yup
"
31276,"Ni dusra wala Hoga shyd
"
31277,"In a two-source interference pattern, 5th order
maximum is observed at a point on the screen for a
light of wavelength 8000Å. What order will be
observed at the same point as the source of light is
replaced by another light of wavelength 5000Å?
"
31278,"Ye batao ..
"
31279,"8
"
31280,"Hnn bhai
"
31281,"Haan dusra hoga
"
31282,"?? iska pta hai ?
"
31283,"Dusra hai ye
"
31284,"Formula ek hi lagta hai 🤦
"
31285,"7000 vala bta
"
31286,"<Media omitted>
"
31287,"14
"
31288,"Quantum mechanical tunneling batao?
"
31289,"Ye sure plane hoga???
"
31290,"Alpha decay ig
"
31291,"Alfa decay
"
31292,"<Media omitted>
"
31293,"yw koi btao be
"
31294,"<Media omitted>
"
31295,"Fraunhoffer diffraction?? Vala
"
31296,"Both
"
31297,"Both
"
31298,"Iska answer?
"
31299,"14
"
31300,"???
"
31301,"<Media omitted>
"
31302,"Ye
"
31303,"Bhai formula batao
"
31304,"Shayad 21 hai
"
31305,"abey google pe dekhe hai pakka 14 hoga
"
31306,"<Media omitted>
"
31307,"<Media omitted>
"
31308,"@918368130837 7000 and 10th waale ka 14 hai 
question dekh lena
"
31309,"<Media omitted>
"
31310,"Haan
Dusre values ka alag aayega
"
31311,"..?
"
31312,"b
"
31313,"2
"
31314,"15 tha mera so 21 hoga
"
31315,"<Media omitted>
"
31316,"<Media omitted>
"
31317,"A
"
31318,"Thanks
"
31319,"C
"
31320,"Discord pe wahi chal raha hai
"
31321,"<Media omitted>
"
31322,"<Media omitted>
"
31323,"C
"
31324,"c
"
31325,"If damping is large ka batao
"
31326,"<Media omitted>
"
31327,"5th order 8k?
"
31328,"Same question 😂
"
31329,"flat
"
31330,"Large hai ki low hai
"
31331,"loww ka sharp
"
31332,"3.4 um
"
31333,"flat
"
31334,"Thik h thanks fuck off
"
31335,"@917488918881 bhai section b mein tum bhi yahi likhna🙂
"
31336,"😂😂
"
31337,"Gopu Kya dekh ra ?
"
31338,"Large hai ya flat dekh ke decide kar raha hai🙂
"
31339,"Ans batake fuck off likh de koi tnsn ni😂
"
31340,"7
"
31341,"🫠
"
31342,"Nahi no answers for you🙂
"
31343,"section b mein tum bataogi itne saare sources hai tumhare🙂
"
31344,"<Media omitted>
"
31345,"Mera koi Source ni hai 🙂🫵🏻
Ek toh qstns v kisike sath same ni ate
"
31346,"So lucky🙂
"
31347,"pichle sem mein apne se padh ke top ki thi?😂
"
31348,"Camera mein dekh ke smile ki diptimayee
"
31349,"😒
"
31350,"🙂
"
31351,"Kiit wale conspiracy Kar rahe tumhare saath ☻️
"
31352,"Abe tu bilkul tere sticker jese baithi thi🙂
"
31353,"Time for some new stickers🙂
"
31354,"Exam ni dena h kya bc
"
31355,"Chup chap exam de
"
31356,"Wo to pura life hi chalta rahega😭
"
31357,"This message was deleted
"
31358,"kesa gaya examm sabka🙂
"
31359,"Ek question upload hi nahi kar paye
"
31360,"🙂🙂🙂🙂
"
31361,"👺
"
31362,"Ekdum bakwas
"
31363,"+1
"
31364,"<Media omitted>
"
31365,"Saare answers ho gaye 🙂👑
"
31366,"<Media omitted>
"
31367,"same but kitna sahi hai wo sir hi jaane 🥲
"
31368,"Sir ne bahut likhwaya, hope bahut marks bhi de🫠
"
31369,"iss baar kismat humaara saath degi
"
31370,"Kismat se yaad aya Arindam sachme exam nhi diya kya?🫠
"
31371,"Kaisa govt hai ek din ke liye net kat diya jab majority From 🏠 kam kar rahe hai 🥲
"
31372,"ye toh marks dete hi nahi hai🙂
"
31373,"True h🥺
"
31374,"Exam diya hai ussne 😂
"
31375,"Arindam kanrar tha to
"
31376,"Fir achi baat🙂✨
"
31377,"2 arindam hai Kya apna class mein ?
"
31378,"Nhi
"
31379,"Dia hu bhai
"
31380,"🤌✨
"
31381,"5000 series✨
"
31382,"🥲
"
31383,"🥲
"
31384,"This happens when more ""study material"" than tha actually study material
"
31385,"<Media omitted>
"
31386,"Sirf naam ka....
Ghanta kaam ka
"
31387,"Bhai aaj tumhari aur sir ki bohot baate ho rahi thi exam ke time🙂
"
31388,"Han bhii ....Chaho to tum v Ye mokaa le skate ho 🙂🥲
"
31389,"Pr us daurann aapke aandr se kaafi gaaliyan aayengi
 pr nikalna mat meri trah  😑
"
31390,"Khade hojao😂😂😂
"
31391,"Han bass yehi baaki rah gya tha ....merko nhi bola 🥲
"
31392,"Teacher using his powers for wrong things
"
31393,"Guys tum sab marks badha rahe ho to bolke mere bhi thode marks badha do pls🙂
"
31394,"Marks badhana hai to Consult to @916394650588
"
31395,"Fir to full hi aa jaega🙂
"
31396,"Aur bhai hume dost ki shaktiyon ka galat use nahi karna chahiye
"
31397,"Tumne kiya kya🙂
"
31398,"Mid sem meri maar k rakha hai🙂
"
31399,"Hello guys🙂
"
31400,"Hello 
Aage bol 🙂
"
31401,"Kaise ho tumlog?🙂
"
31402,"Chai peelo
"
31403,"🙂 how was the blackout
"
31404,"Bhai phir aagye tum🙂
"
31405,"Do bhai🙂
"
31406,"Very bad🙂
"
31407,"Sab badhiya 
Tum batao
"
31408,"Bhai 1.5 din internet nhi tha
Socha kya bekar jindagj tha🙂
"
31409,"Unhi aunty ke pass milegi 🙂
"
31410,"Badiya h bhai 
Naya kashmir aao ghumne🙂
"
31411,"Nhiii tab rhne do🙂
"
31412,"Bhai jaldi jaldi apne marks dekh lo🙂
"
31413,"<Media omitted>
"
31414,"Aec ka pata h
43🙂
"
31415,"Bhsg bsdk nhiiii🥺
"
31416,"Maths bhi dekhle
"
31417,"Nhi bhai 
Rehne do, zindagi mast chal rahi hai 🙂
"
31418,"Iska bhi aa gya h🙂
"
31419,"Haa mere bhi mast chal rhi thi🥲
"
31420,"Haan kal
"
31421,"@918210037427 bhai thoda niche ghumne chale jaate phir humsab tumhare liye gaana gaate(yaar humara tha wo)
"
31422,"🙂
"
31423,"🙃 woh toh 2019 se haal hai unka
"
31424,"🥲🥲
"
31425,"Kahan chale jate?🥲
"
31426,"Kahan gaya usse dhunde 🙂
"
31427,"Ranchi nhi tha🙂
"
31428,"45 aaya😭😭
"
31429,"Arre topper log ho bhai tum
"
31430,"Ghumne bahar
"
31431,"Topper kya maine baki ka marks nhi dekha 
Mere se jyada hi hoga🙂
"
31432,"Dhara 144 tha jane nhi de rha tha🙂
"
31433,"Bhai 2 hi marks bataya hai tu aur marks kese dekh lega 🙂
"
31434,"@919427446944 tumhara Harshit wapas aa gaya🙂
"
31435,"Areee matlab baki students ka🙂
"
31436,"🥺🥺🫂🫂
"
31437,"@918210037427 🤧🫂
"
31438,"@918210037427 bhai kal kya kiya pura day
"
31439,"@918210037427 kya bhai sune wahan maar dhaar action hua hai
tum bhi involved they kya?
"
31440,"Bhai bhai🥺🫂
"
31441,"Bhai itna boriyat din gya h na🥲
Baith ke business khele ludo khele
Uno khele🥲
"
31442,"Nhiiii bhai hum involved nhi tha🥲
"
31443,"Waaah waaaah kya baat hai wholesome family moment🤣
"
31444,"Family ke saath apartment walo ke saath🤣🤣
"
31445,"arey pubg real life ka mazaa uthana chahiye tha na😂
"
31446,
31447,"Haa haa uske baad police danda marta uska?🙂
"
31448,"Bhai AKM jugaad nahi paya na....drop hi nahi aaya 🌝🌝
"
31449,"Bhai bhai🥺🥺🥺
Mobile charge kr lo
"
31450,"😂 seedha 2 decade piche ho gya jeevan
"
31451,"arey tum police ke side se larte na😂
"
31452,"pan se kaam chala leta🤣
"
31453,"Itna freedom police ko hota toh itna danga hi nahi karte ye log😂
"
31454,"point hai😂
"
31455,"Koi mujhe maths padha do jaldi
"
31456,
31457,"Haaa haa ekdum🤣🤣
"
31458,"Hemant soren deta tab na military to bulaya nhi 🤣🤣
"
31459,"Dost kya hum 4 months peeche jaa sakte hain🥺
"
31460,"Arey bhai tum aa gaye🙂🫂
"
31461,"Haaa bhai main aa gya🥺🫂🫂
Miss kiye log mere ko?
"
31462,"Aur nahi reh skte bhai ghar me band hoke😭😭
"
31463,"@918210037427 @916394650588 @917488918881 @918987638363 @919427446944 @917735952127  bhai 2nd year se full padhai karenge🙂
"
31464,"Bhai pura padhai krenge🥲
"
31465,"Haan bhai jaldi aajao college 🙂
"
31466,"Pura padhai karenge bhai 😤💪✌🏻
"
31467,"Haan bhai bahut jyada miss kiya gaya tumhe ~even hum log kal 2mins ka silence bhi rakhe the tumhare liye~ 🙂
"
31468,"Bhai pakka padhai karenge na 🥲🥲🌝🌝🌝
"
31469,"Bhai college aate hi ghumne chalenge @917488918881 ne jagah decide Kiya hai
"
31470,"Jarur bhai full padhai karenge ~tu humko padhai karne bolke khud ladkibaazi karne jayega yahi plan hai na tera~🫠
"
31471,"@917488918881 konsa jagah be ?
"
31472,"Woh jagah kims hai kya🌝
"
31473,"Mujhe to laga tha hum Goa jane wale the 2nd yr m
"
31474,"🤣🤣🤣🤣bhai ek aur suna...
"
31475,"Bsdk mar thodi gye the🙂
"
31476,"Pura din raat sirf study materials 💯💯
"
31477,"Ab offline download krke rkhna padega ye🙂
"
31478,"Bhai wese dange mein tumne kitne pathar maare Sach sach batao🙂
"
31479,"🌝
"
31480,"Maine ghar se nhi nikla🙂
"
31481,"Sabaas bhai🙂🙂
"
31482,"Bhai pehle paas se start karte hain uske baad duur jaenge
"
31483,"🌚🌚
"
31484,"Bhai itna padega to kamjor ho jaegaa
"
31485,"Dhanywad bhai🙂
"
31486,"🙂🙂🫂
"
31487,"🫂🫂
"
31488,"Bhai wo match se pehle net practice karega🌝
"
31489,"🫂🫂🫂
"
31490,"🫂🫂🫂🫂
"
31491,"Tum aagye🥺
"
31492,"Haaa main aa gya🥺🥺
"
31493,"Isse baat pe mai kuch khaane jaa rha hu🥺
"
31494,"Kitna khate ho🙂
"
31495,"Haar min m kuch na kuch
"
31496,"kims 😂😂
"
31497,"Bhukad🙂
"
31498,"Subah se kuch khaya nhi hu🙂
"
31499,"Bade cake wali dukaan leke jayegi yeh🙂🫵🏻
"
31500,"Nhi🥺
"
31501,"Maarr bhi nahii..??
"
31502,"Woh kaha h🥲
"
31503,"Taane khaya hu🙂
"
31504,"Jiski reel daali thi🙂🫵🏻
"
31505,"Jhumt nhi🙂
"
31506,"Haaa🥺
"
31507,"Samchi samchi🙂
"
31508,"Nhi🥺
"
31509,"Jhumth jhumth🙂
"
31510,"Haaa🥺
"
31511,"Sabki padhai ho gai kya🙂?
"
31512,"Ye kya hota h?🙂
"
31513,"Koi padh bhi Raha hai.... weekend hai bhaiya....✨
"
31514,"Arre kal exam hai
"
31515,"Friday hai aaj
"
31516,"🌝
"
31517,"Sunday hai🙂
"
31518,"Acha haaa🥲🥲
"
31519,"Sorry mein bhul gaya tha
"
31520,"Mein to dance dekh raha tha🌝
"
31521,"Kiska kiska?🌚🌚
"
31522,"Abe bhai yaha festival ka celebration chal raha hai wahi dance dekh raha tha niche
"
31523,"Gandi soch🙂
"
31524,"Acha aise bolo na🙂
"
31525,"Meri nhii teri🙂
"
31526,"Maths ka notes hai kisi ke paas ya only formulas type ka kuch pdf 🙂
"
31527,"<Media omitted>
"
31528,"🥲🥲
"
31529,"Maths ke time bas attendance banate the🥲
"
31530,"Arre haan bhai vo theek hai bas koi pdf type ka kuch chal raha hoga toh btana
"
31531,"Milega to bhej dunga bro🫂
"
31532,"<Media omitted>
"
31533,"<Media omitted>
"
31534,"<Media omitted>
"
31535,"Ye do last chapter hai na🙂
"
31536,"<Media omitted>
"
31537,"<Media omitted>
"
31538,"Ha 🥲
"
31539,">84 pages
>105 pages
Well F
"
31540,"kal ans ka pdf bhi asee bhejdoo @918292893635
"
31541,"🙂🙂
"
31542,"Questions match kiya to DM me chala jayega PDF DW
"
31543,"Fffffffffffuck 🥹
"
31544,"Bc goddddddd !!!!!!!!🥺💯💯💯💯
"
31545,"<Media omitted>
"
31546,"Kal answer tumhi bata Dena bhai 🥹
"
31547,"<Media omitted>
"
31548,"<Media omitted>
"
31549,"Rishav bhai tum ne sab padh liya iss liye mein tumhe choose karta hun kal answers baatane mujhe🙂
"
31550,"<Media omitted>
"
31551,"<Media omitted>
"
31552,"<Media omitted>
"
31553,"<Media omitted>
"
31554,"Koi baat nahi but ab answers baatdio🙂
"
31555,"All the best everyone 👍🏻✨
"
31556,"<Media omitted>
"
31557,"<Media omitted>
"
31558,"ALL THE BESSTT GAIZS 🙂🤍
"
31559,"All the best guys 🙂
"
31560,"All the best guys ✨
"
31561,"All the best guys
"
31562,"All the best everyone
"
31563,"+1
"
31564,"ALL THE BESTT GUIZZZZ🥲✨
"
31565,"All the best guys
"
31566,"Answers bata dena guys
"
31567,"All the best guys🙂✨
"
31568,"All the best guys 👍
"
31569,"<Media omitted>
"
31570,"All the best🥲✨❤
"
31571,"Ma'am where?
"
31572,"All the best ✨
"
31573,"All the best🙂✨
"
31574,"1st sem me humlog ka matrix bi tha?🙂
"
31575,"gauss jordan yaad hai?
"
31576,"Nhiiiii🙂
"
31577,"Joddddd
"
31578,"😂😂😂😂😂
"
31579,"1st sem ka only  relatively easy part 🥲
"
31580,"Jordan to basketball khelta hai 🙂
"
31581,"Matrix ka kuch tha.
"
31582,"Sala sabse zyada disturb to apna invigilator hi karta hai
"
31583,"Pata nhii ek bhi topic nhi pata🥲🥲
"
31584,"🙂 haaaa
"
31585,"yes
"
31586,"Uska to brand bhi h🙂
"
31587,"Arey sir bhi maths teacher hai toh pucho unse ki answer bhi batayenge kya🥹
"
31588,"Jordan basketball khelta hai Green colour hai (Green's Theorum)
"
31589,"Jao pucho🫡🥹
"
31590,"@918210037427 puch sir se🥲
"
31591,"Tum pucho mein yes sirbolunga bhai🙏🥹
"
31592,"Nhiiii rhne do🥲
"
31593,"Haaaa haa kyu nhi🥹
"
31594,"Bhai tu to chup hi reh
Tere to sare answers hi mil jayenge Narmada se😂
"
31595,"Woh khud bol raha tha, dekh kar nhi likhenge 😂😂
"
31596,"Chalo 🎤 on karo and pucho🥹
"
31597,"Areeee sir pucho to bol diya🤣
"
31598,"hue hue hue 🤣🤣😭😭😭nahi bhai kuch nahi milega
"
31599,"This message was deleted
"
31600,"Tum 🎤 on croe aur pucho🥹
"
31601,"<Media omitted>
"
31602,"Woh toh ye v bolrha tha ki ""help each other""
thik 12 Baja ni hota ki uska idiot, khade ho kich kich shurru ho jata h
"
31603,"Bhai iss baar toh bhagwan bhi madad nahi karenge lagta hai😭
"
31604,"Nahi bhai tum crow🥹
"
31605,"Nhiii bhai tum 🥹
"
31606,"Hope aaj na ho 🙂
"
31607,"Tum toh waise bhi top karne wale ho🙂
"
31608,"<Media omitted>
"
31609,"Usko ghumake piche lelo tum🙂
"
31610,"Nahi bhai bilkul nahi mein toh darr ke maare Kamp raha hoon😭
"
31611,"Chiiiii tumhara jausa ganda kaam nhi krte🙂
"
31612,"Na bhai tum crow🥹
"
31613,"Rhne do bhai ab exam start hoga🥹
"
31614,"Haan bhai🥹🙏
"
31615,"Bhai itne confidence se jhut bolega to kabhi sach ho jaega🙂
"
31616,"🥹🫡
"
31617,"Ye ma'am kya padati he?
"
31618,"Thoda thoda maths vibe aa raha he
"
31619,"Sach bol raha hoon bhai😭
"
31620,"To gaane chalo aur karlo vibe ma'am ke saath🙂
"
31621,"@918917598906 kaha bhejdi
"
31622,"😂😂
"
31623,"@918917598906 🤣🤣🤣 maam ko bhi dikhana tha kya
"
31624,"@918917598906 bsdk bol to deti main uspe reply krne jaa rha tha🥲
"
31625,"🥲
"
31626,"@918917598906 idhar bhi bhej de
"
31627,"Exam do
"
31628,"1 min baki hai
"
31629,"<Media omitted>
"
31630,"Ye h kya kisika🥲
"
31631,"<Media omitted>
"
31632,"<Media omitted>
"
31633,"iska 0 ja rahe na?
"
31634,"<Media omitted>
"
31635,
31636,"<Media omitted>
"
31637,"c hoga
"
31638,"<Media omitted>
"
31639,"Sin7x ka kya tha?
"
31640,"+1
"
31641,"Iska kya kiye!?
"
31642,"This message was deleted
"
31643,"<Media omitted>
"
31644,"Ye h kisika
"
31645,"<Media omitted>
"
31646,"a
"
31647,"<Media omitted>
"
31648,"<Media omitted>
"
31649,"<Media omitted>
"
31650,"0 shayad
"
31651,"Directional derivative xyz hai kisi ka?
"
31652,"<Media omitted>
"
31653,"<Media omitted>
"
31654,"<Media omitted>
"
31655,"?
"
31656,"Pata chale to batana
"
31657,"c
"
31658,"<Media omitted>
"
31659,"Ye?
"
31660,"0
"
31661,"Sure?
"
31662,"<Media omitted>
"
31663,"yes
"
31664,"0
"
31665,"<Media omitted>
"
31666,"None
"
31667,"Ye?
"
31668,"d
"
31669,"<Media omitted>
"
31670,"<Media omitted>
"
31671,"Pi/2
"
31672,"<Media omitted>
"
31673,"Nice thanks
"
31674,"A
"
31675,"Thanks
"
31676,"<Media omitted>
"
31677,"Vector function jisme X2,-y2,z2 hai batao?
"
31678,"d
"
31679,"<Media omitted>
"
31680,"c
"
31681,"?
"
31682,"<Media omitted>
"
31683,"c
"
31684,"<Media omitted>
"
31685,"c
"
31686,"Sb pata h tereko aj🥲
"
31687,"<Media omitted>
"
31688,"<Media omitted>
"
31689,"<Media omitted>
"
31690,"c most probably not sure
"
31691,"c
"
31692,"<Media omitted>
"
31693,"c
"
31694,"delta 5 wala
"
31695,"Iska?
"
31696,"?
"
31697,"<Media omitted>
"
31698,"c
"
31699,"d
"
31700,"@916372993487 yeh???
"
31701,"d
"
31702,"hnn done
"
31703,"<Media omitted>
"
31704,"+1
"
31705,"EXACTLYYYYY
"
31706,"Group mein text kar de raha !!
"
31707,"Haan
"
31708,"Anushka pandey ko dekh ke lag ra....raat bhar padh rhi thi
"
31709,"+1
"
31710,"Crow crow
"
31711,"<Media omitted>
"
31712,"<Media omitted>
"
31713,"<Media omitted>
"
31714,"<Media omitted>
"
31715,"<Media omitted>
"
31716,"<Media omitted>
"
31717,"<Media omitted>
"
31718,"<Media omitted>
"
31719,"Soln 🙂
"
31720,"Iska mile toh bataana pleaje
"
31721,"+1
"
31722,"+1
"
31723,"<Media omitted>
"
31724,"<Media omitted>
"
31725,"<Media omitted>
"
31726,"<Media omitted>
"
31727,"Isme kisi ka kuch bhi hua toh bhejdo
"
31728,"Ek bhi nahi hua bahi tak!
"
31729,"discord pe iska aa gya hai
"
31730,"Aec viva
"
31731,"🥲
"
31732,"Kitna mila?🥲
"
31733,"https://www.youtube.com/shorts/SnDhM6Flpks
"
31734,"🥲🤌🏻
"
31735,"Jitne tumhe mile 🥲
"
31736,"Mujhe 12 Mile🥲
"
31737,"Mujhe bhi
"
31738,"🥲
"
31739,"Bhai darao mat
"
31740,"kaha aya?
"
31741,"College nhi aaunga main
"
31742,"Same same🥲
"
31743,"Mail
"
31744,"🤭
"
31745,"bhai abhi already maths ke wajah se laude lag gaye
bad me dekhung🥲
"
31746,"🥲🥲
"
31747,"🌳pe baitha bandar dara diya, ab kya batay yaar🙃
"
31748,"Wo bandar hai? 🙂
Khara tha tab dekho
"
31749,"bandar hi lag rha hai ive seen them stand like that
"
31750,"<Media omitted>
"
31751,"Kass wahi ho
"
31752,"fir koi aisa aadmi hoga jise bandar LARP karne me acha hai lagta hain🤌✨
"
31753,"<Media omitted>
"
31754,"hope sir written exam zyada diye ho🥲

bahut kat liya vai
"
31755,"Bhai AEC sir ne to marks hi nahi diya 🥺
"
31756,"AEC lab kitne points ka hai?
"
31757,"i think 1 credit hain
"
31758,"assignment submission shayad 40 ya 60 hoga
"
31759,"Wahi na yaar
"
31760,"Bhai kiit ke piche bohot bada jungle hai shayad koi jeev jantu Mangal kar raha hoga naye position mai 
Itna dhyan mat do
"
31761,"Bhai next year phir se dena padega AEC lab lagta hai🥲
"
31762,"Viva le leta
"
31763,"Isse jada dedeta
"
31764,"Viva liya to tha
"
31765,"that was bee
"
31766,"To ye no. kese diya sir ne?
"
31767,"quizzz
"
31768,"Quiz hui thi bro
"
31769,"Yarr viva leta to at least above 15 de deta sabko
"
31770,"🥲🥲
"
31771,"Haa 😭😭
"
31772,"Abe sabke marks alag kese jab sabne saath mein diya tha quiz🙂
"
31773,"Kitna kitna aaya sabko
"
31774,"Meko to 10 diya
"
31775,"Ham sab ek sath hi to diyeaa thee
"
31776,"Hn wohi
"
31777,"Quiz hai kisi ke paas🙂
"
31778,"Mere ko 9 diya🥲
"
31779,"8 🥲
"
31780,"Koi jaldi se achi web series batao
"
31781,"Road to viabra 🙂💯
"
31782,"Viagra ??
"
31783,"Nehi Nehi isbar autocorrect Nehi hua
"
31784,"Accha accha
"
31785,"Your security code with Hardatt Singh Rathore B11 KIIT changed. Tap to learn more.
"
31786,"<Media omitted>
"
31787,"Bhai😭😭😭
"
31788,"<Media omitted>
"
31789,"😭😭🫂🫂🫂
"
31790,"Abe bhai corona ko roko bhai phir baadh raha hai😭
"
31791,"Offline Jana hai aab🙂
"
31792,"<Media omitted>
"
31793,"<Media omitted>
"
31794,"Haa bhai bahut padhe the kiitee ke liye 🙂🫣
"
31795,"Mene to kiit ke liye nit ko bhi ignore kardiya🙂
"
31796,"🙂 warna hojata?
"
31797,"Uspe mein koi comment nahi karunga😒
"
31798,"omk🙂🙂🙂
"
31799,"Sacrificing nature h bhai tumhara to🙂
"
31800,"Kiit entrance ke time tha ek baar baas uske baad kabhi nahi
"
31801,"Isss baaar gf pataoge mere liye sacrifice kr dena🙂
"
31802,"Koi bms aur bee ke grp me puchega jo viva diye uska marks kab pata chalega 🙂
"
31803,"Issi liye patane ka try hi nahi karunga🙂 and sab ladkiyon ko bolunga ki harshit sabka bhai hai🙂
"
31804,"Gajab harami ho na?🙂
Ye to galat baat h na😭😭😭
"
31805,"Meko nhi Janna hai bhai
"
31806,"Nhiii jan na h?🙂
"
31807,"Haan dost bhi to wase hi hai mere
"
31808,"Sacrifice karo dost🥺🥺
"
31809,"Tumhe kese Karu sacrifice karu🥲
"
31810,"Kya hogya bhai?
"
31811,"Corona increase ho raha hai phir se
"
31812,"Bhubaneswar me?
"
31813,"Corona toh khatam hogaya na 🙂
"
31814,"Koi mask bhi nahi pehen ra ab toh 😷
"
31815,"News dekho bhai
"
31816,"Mere ko sacrifice kyu krna h?🙂
"
31817,"Mujhe laga tum bole dost ko sacrifice karne
"
31818,"Girlfriend ko krna🙂
"
31819,"Try hi nahi karunga😒
"
31820,"Tum nahi to uss bichari ke peech bhi paad jaoge🥲
"
31821,"Thimk h main try kr lunga🌚🌚
"
31822,"Nhiiii nhii padunga
"
31823,"🥲
"
31824,"Yeh sab baatein yahan nahi ☻️
"
31825,"Karlena but tum sabke bhai
"
31826,"Kyu yaha log nahi jaante girlfriend kya hota hai
"
31827,"Baat gf se shuru hoti hai...phir pata nahi kahan pahuch jaati hai 💀
"
31828,"Nahi pahuchegi hum ache bache hai
"
31829,"(:)
"
31830,"Acha haaaa🌚
"
31831,"Aisa thodi hota b😭😭
"
31832,"Sabse shaareef main🙂
"
31833,"Tum to sabse bade ________ .
"
31834,"Haaaa fill in the blanks me shaareef h🙂
"
31835,"Koi bhi gaali fill kardo isme
"
31836,"aec lab ke quiz ke ans hai kya kisi ke pass mera defaulter quiz hai abhi pls koi bhej do
"
31837,"🙏
"
31838,"Last wala??
"
31839,"haan
"
31840,"Bhai quiz kab hua wo yaad nahi hai🥲
"
31841,"Mujhe bhi bhejo
"
31842,"<Media omitted>
"
31843,"<Media omitted>
"
31844,"<Media omitted>
"
31845,"<Media omitted>
"
31846,"<Media omitted>
"
31847,"<Media omitted>
"
31848,"<Media omitted>
"
31849,"<Media omitted>
"
31850,"<Media omitted>
"
31851,"<Media omitted>
"
31852,"<Media omitted>
"
31853,"<Media omitted>
"
31854,"<Media omitted>
"
31855,"<Media omitted>
"
31856,"<Media omitted>
"
31857,"<Media omitted>
"
31858,"Yeh bhi yaad nahi aec lab wale sir ne koi quiz liya bhi tha 🤧
"
31859,"Tu to diya tha na🙂
"
31860,"ok thanks 🙏
"
31861,"Ye bhi yaad nhi aec ek subject h🤧
"
31862,"Haan bhai
"
31863,"Welcome bro🙂
"
31864,"Abe Aaj jo marks aaya iss quiz ka tha?
"
31865,"Haaaa 12 no.🙂
"
31866,"Mujhe 6 kyu Diya mene sab same kiya tha😒
"
31867,"Galat select kiya hoga🤣🤣
"
31868,"Bhai answer kaha se Mila?
"
31869,"Meet me hi to sab bataya tha🙂
"
31870,"Jyada haso maat🥲
"
31871,"8 aaya mujhe 🥺🥺
"
31872,"Okkkkk🤐
"
31873,"Meet me nhi the?🥺
"
31874,"Tha 😭😭
"
31875,"To fir galat sune the?😭
"
31876,"Ye AEC sir ko koi msg kiya tha
Mrks badhane ke lie?
"
31877,"Maine phn kiya tga
"
31878,"Ho sakta hai 😔
"
31879,"Bro😭😭
"
31880,"Badaye?
"
31881,"Haa mera mid sem ka marks pura add nhi kiya tha
"
31882,"@918210037427 bhai konsa marks... AEC lab ya theory
"
31883,"Lab
"
31884,"Lab ka marks kab aya.. kaha aya... Sir to quiz ka hi bheje bas
"
31885,"Wahi lab viva
"
31886,"Aur kuch nahi aaya
"
31887,"Abhi bhi nahi badhaya sir ne
"
31888,"Aec lab
"
31889,"Acha yd chiz aec theory ka h
"
31890,"This message was deleted
"
31891,"🙂
"
31892,"<Media omitted>
"
31893,"@916394650588 awaz kaafi achii thi 😂
"
31894,"Mera phone Bluetooth se connect tha aur earphone dur mene play kiya but sunai nahi diya 🥲
"
31895,"Haina🌝
"
31896,"Ehehehe🌝
"
31897,"Batao bhai kya tha
"
31898,"Haan
"
31899,"Yeh raaz uss message k sath hi chala gya🙂
"
31900,"Mujhe baata diya usne
"
31901,"Ruko thora sa correct karunga🙂
"
31902,"Yeh raaz mere maths k exam k sath hi chala gya🙂
"
31903,"Bhai koi baat nahi tum to topper hi next time full le aana🙂
"
31904,"<Media omitted>
"
31905,"<Media omitted>
"
31906,"Aec viva ke marks aa gaye!!!
Kitne hain?!
"
31907,"Ye to kl hi aa gya tha na?🙂
"
31908,"Ooh maine abhi dekha!
"
31909,"Jiska viva nhi hua, uski ka marks aaya hai 
Lekin aese marks diye hain ki bata bhi nhi sakte 🙃🙃
"
31910,"Kitna h?🙂
"
31911,"🥲🥲🥲🥲
"
31912,"11😭🥲
"
31913,"8 💀 🔫
"
31914,"🥲🥲
"
31915,"https://www.news18.com/news/buzz/elephant-kills-woman-in-odisha-comes-back-to-trample-her-corpse-5367901.html
"
31916,"Guys college me dushmani nahi karna🌝
"
31917,"Sab dost h🙂
"
31918,"Marks dekha sab apna ?
"
31919,"<Media omitted>
"
